CMPD_CHEMBLID,CANONICAL_SMILES,pKi
CHEMBL545680,CN(C)c1cccc2c(cccc12)S(=O)(=O)NC(CCCN=C(N)N)C(=O)N3CCCCC3,7.080921908
CHEMBL98281,CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3ccc4c(N)noc4c3,7.085128182
CHEMBL291261,CCC(C)(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OCc2ccccc2)C(c3ccccc3)c4ccccc4)B5O[C@@H]6CC7CC(C7(C)C)[C@]6(C)O5,7.086186148
CHEMBL32365,COC(=O)C(CSc1ccc(Cl)cc1)N2C(=O)N3CC=CC(N3C2=O)C(=O)NCc4ccc(N)nc4C,7.086186148
CHEMBL13265,OC[C@H](Cc1ccccc1)Nc2ccncc2S(=O)(=O)N[C@H](C(=O)N3CCC(CCF)CC3)c4ccc(O)c(O)c4,7.086186148
CHEMBL38996,CC1(C)CNc2c(C1)cc(CCC(=O)O)cc2S(=O)(=O)N[C@@H](Cc3nc4ccccc4s3)C(=O)N5CCC(CCF)CC5,7.086186148
CHEMBL416528,OC[C@H](Cc1ccccc1)Nc2ccncc2S(=O)(=O)N[C@H](C(=O)N3CCC(CCF)CC3)c4ccccn4,7.091514981
CHEMBL182826,NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](O)c3ccccc3,7.096910013
CHEMBL83001,NC(=N)N1CCCC(C[C@H](NC(=O)CN2[C@H](Cc3ccccc3)C(=O)N(CCCc4ccccc4)CC2=O)C(=O)c5nc6ccccc6s5)C1,7.096910013
CHEMBL3084830,Cc1nc(sc1C(=O)O)C(=O)C(NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)S(=O)(=O)Cc4ccccc4)[C@@H]5CC[C@@H](N)CC5,7.096910013
CHEMBL287312,COC(=O)C(CSc1ccc(OC)cc1)N2C(=O)N3CC=CC(N3C2=O)C(=O)NCc4ccc(N)nc4C,7.096910013
CHEMBL416127,COC(=O)Cc1cc(Br)c(O)c(c1)c2[nH]c3ccc(cc3c2Cc4ccccc4)C(=N)N,7.096910013
CHEMBL271046,Cc1nc(sc1C(=O)O)C(=O)[C@@H](NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)S(=O)(=O)Cc4ccccc4)[C@@H]5CC[C@@H](N)CC5,7.096910013
CHEMBL422401,CC1(C)CNc2c(C1)cccc2S(=O)(=O)N[C@@H](Cc3nc4ccccc4s3)C(=O)N5CCC(CCO)CC5,7.102372909
CHEMBL3114554,CC(C)(C)[C@@H](O)C(=O)N1CC[S+]([O-])C[C@H]1C(=O)NCc2cc(Cl)ccc2CN,7.107905397
CHEMBL2334300,NC(=N)c1ccc(CNC(=O)[C@@H]2CC3(CCCC3)C4=C(Cl)N=C(NC5CCC5)C(=O)N24)cc1,7.107905397
CHEMBL32424,COC(=O)C(CSc1ccc(Cl)c(Cl)c1)N2C(=O)N3CC=CC(N3C2=O)C(=O)NCc4ccc(N)nc4C,7.107905397
CHEMBL2337670,CCOC(=O)C(=O)N(Cc1ccccc1)c2ccc3OC[C@H](COc4ccc(cc4)C(=[NH2+])N)Oc3c2,7.109020403
CHEMBL419008,CC1=CC=C(NS(=O)(=O)Cc2ccc(F)cc2)C(=O)N1CC(=O)N[C@@H]3CCc4nc(N)sc4C3,7.113509275
CHEMBL37836,CC1=CC=C(NC(=O)OCc2ccccc2)C(=O)N1CC(=O)NCC3CCN(CC3)C(=N)N,7.113509275
CHEMBL3952796,NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)C3NCc4ccccc34,7.113509275
CHEMBL43397,CNC(=O)OCc1cc2CC(C)(C)CNc2c(c1)S(=O)(=O)N[C@@H](Cc3nc4ccccc4s3)C(=O)N5CCC(CCF)CC5,7.113509275
CHEMBL320781,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N3C[C@@H]4CC[C@H](N4C(=O)C3)C(=O)NC(CCCN=C(N)N)C(=O)c5nccs5,7.123205024
CHEMBL311947,NC(=N)N1CCCC(C[C@H](NC(=O)CN2[C@@H](CC3CCCCC3)C(=O)N(CCCc4ccccc4)CC2=O)C(=O)c5nccs5)C1,7.124938737
CHEMBL436791,CN(C)Cc1ccccc1c2ccc(N3CCc4c(C3=O)n(nc4C(F)(F)F)c5ccc6onc(N)c6c5)c(F)c2,7.124938737
CHEMBL420689,NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)C3COc4ccccc4O3)CC1,7.124938737
CHEMBL25477,CCc1nc2ccc(OC3CCN(CC3)C(=N)C)cc2n1C\C=C\c4cc(N)ccc4O,7.124938737
CHEMBL99206,CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3ccc4c(N)noc4c3,7.129011186
CHEMBL1809254,C[C@H](NCc1ccc(cc1)C(=N)N)C(=O)[C@@H](CCCNC(=N)N)NS(=O)(=O)Cc2ccccc2,7.13076828
CHEMBL199268,COc1cc(ccc1OCc2ccccc2)C(Nc3ccc(cc3)C(=N)N)C(=O)O,7.13076828
CHEMBL2373402,CCCc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B3O[C@@H]4C[C@@H]5C[C@@H](C5(C)C)[C@]4(C)O3)n1,7.13667714
CHEMBL338364,CCCN(Cc1ccncc1)C(=O)c2cc(C)cc(OCCCON=C(N)N)c2,7.13667714
CHEMBL179961,CNC1(CCCCC1)C(=O)N2CCC[C@H]2C(=O)NC(CCCN=C(N)N)C(=O)c3nc4ccccc4s3,7.13667714
CHEMBL99116,CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3ccc4[nH]nc(N)c4c3,7.137272472
CHEMBL120887,Nc1ccc(C[C@H](NS(=O)(=O)c2cnccc2N[C@H](CNCCO)Cc3ccccc3)C(=O)N4CCC(CCF)CC4)cc1,7.142667504
CHEMBL263767,Nc1noc2ccc(cc12)n3nc(c4CCN(C(=O)c34)c5ccc(cc5F)c6ccccc6CN7CC[C@@H](O)C7)C(F)(F)F,7.142667504
CHEMBL352178,NC(=N)N1CCC(CC(=O)CN2CCCC[C@H](NS(=O)(=O)c3ccccc3)C2=O)CC1,7.146301788
CHEMBL213888,Nc1noc2ccc(cc12)n3nc(c4CCN(C(=O)c34)c5ccc(cc5)c6ccccc6CN7CCC(O)CC7)C(F)(F)F,7.148741651
CHEMBL109696,CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)N[C@@H]3CCc4nc(N)sc4C3,7.148741651
CHEMBL282549,CN(c1cccc(OCCNc2ccncc2)c1)S(=O)(=O)c3ccccc3,7.15490196
CHEMBL282549,CN(c1cccc(OCCNc2ccncc2)c1)S(=O)(=O)c3ccccc3,7.15490196
CHEMBL3142712,NC(C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCC4CCCCC4,7.15490196
CHEMBL331181,N[C@H](C(C1CCCCC1)C2CCCCC2)C(=O)N3CCC[C@H]3C(=O)NCc4csc(N)n4,7.15490196
CHEMBL154238,CS(=O)(=O)c1ccccc1c2ccc(NC(=O)c3cc(nn3c4cccc(c4)C(=N)N)C(F)(F)F)cc2,7.15490196
CHEMBL176813,CCCc1nc2ccc(OC3CCN(CC3)C(=N)C)cc2n1Cc4ccc5ccc(cc5c4)C(=N)N,7.15490196
CHEMBL264626,CCCNS(=O)(=O)c1ccccc1c2ccc(NC(=O)C3(Cn4cnnn4)CC(=NO3)c5cccc(c5)C(=N)N)cc2,7.15490196
CHEMBL539559,CCOC(=O)CN(Cc1ccccc1)C(=O)[C@H](CC(=O)NC[C@@H]2CCCN(C2)C(=N)N)NS(=O)(=O)c3ccc4ccccc4c3,7.15490196
CHEMBL599865,CC(C)[C@@H](N)C(=O)N1CCC[C@H]1C(=O)NCc2ccc(cc2)C(=N)N,7.15490196
CHEMBL275268,OC[C@H](Cc1ccccc1)Nc2ccncc2S(=O)(=O)N[C@H](C(=O)N3CCC(CCF)CC3)c4ccc5ccccc5c4,7.161150909
CHEMBL170276,Cc1cc(OCCCCCC(=N)N)cc(OS(=O)(=O)c2ccccc2Cl)c1,7.161150909
CHEMBL1809251,CCC[C@H](NCc1ccc(cc1)C(=N)N)C(=O)[C@@H](CCCNC(=N)N)NS(=O)(=O)Cc2ccccc2,7.167491087
CHEMBL332232,CC(C)N(Cc1cocc1)C(=O)c2cc(C)cc(OCCCON=C(N)N)c2,7.167491087
CHEMBL24987,CN(CC(=O)N[C@@H](CCCCN)C(=O)C(=O)Nc1ccc(Oc2ccc(N)cc2)cc1)C(=O)c3ccccc3Sc4ccccc4C#N,7.167491087
CHEMBL1682779,CN(C)c1ccncc1c2cc(C)cc(c2)C(=O)NCc3cc(Cl)ccc3n4cnnn4,7.173925197
CHEMBL606957,CC(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCn3ccnc3)B4O[C@@H]5CC6CC(C6(C)C)[C@]5(C)O4,7.173925197
CHEMBL414125,CC[C@H](C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]1CCCCN1C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c2ccc(cc2)C(C)(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)O,7.180456064
CHEMBL139606,CC1CNc2c(C1)cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N3CCC(CCNC(=O)C)CC3,7.180456064
CHEMBL1087669,CCc1ccc(CCNC2=NC=C(C)N(CC(=O)NCCONC(=N)N)C2=O)cc1,7.180456064
CHEMBL1809252,CC(C)[C@H](NCc1ccc(cc1)C(=N)N)C(=O)[C@@H](CCCNC(=N)N)NS(=O)(=O)Cc2ccccc2,7.180456064
CHEMBL3953607,CC1(C)C[C@]1(O)C(=O)N2CCC[C@H]2C(=NCc3cc(Cl)ccc3CN)O,7.187086643
CHEMBL122029,CCOC(=O)CCN(CC1CC1)C(=O)c2cc(C)cc(OCCCON=C(N)N)c2,7.187086643
CHEMBL402843,C[C@@H]1N(CC(=O)N[C@@H](C[C@@H]2CCCN(C2)C(=N)N)C(=O)c3nccs3)C(=O)CN(CCCc4ccccc4)C1=O,7.187086643
CHEMBL120388,OC[C@H](Cc1ccccc1)Nc2ccncc2S(=O)(=O)N[C@@H](Cc3ccc(F)cc3)C(=O)N4CCC(CCF)CC4,7.187086643
CHEMBL27267,CCNC(=O)NCCC1CCN(CC1)C(=O)[C@H](Cc2nc3ccccc3s2)NS(=O)(=O)c4cccc5CC(C)(C)CNc45,7.187086643
CHEMBL2373350,CSCc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B3O[C@@H]4C[C@@H]5C[C@@H](C5(C)C)[C@]4(C)O3)n1,7.187086643
CHEMBL402843,C[C@@H]1N(CC(=O)N[C@@H](C[C@@H]2CCCN(C2)C(=N)N)C(=O)c3nccs3)C(=O)CN(CCCc4ccccc4)C1=O,7.187086643
CHEMBL3632873,CC(C)[C@@H]1[C@H]2C3CCCN3[C@H]([C@H]2C(=O)N1Cc4ccccc4)c5ccc(cc5)C(=N)N,7.187086643
CHEMBL370557,Cc1[nH]cnc1CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)C(c3ccccc3)c4ccccc4,7.187086643
CHEMBL41938,CC1(C)CNc2c(C1)cc(CO)cc2S(=O)(=O)N[C@@H](Cc3nc4ccccc4s3)C(=O)N5CCC(CCF)CC5,7.193820026
CHEMBL3114558,CC(C)(C)[C@@H](O)C(=O)N1CCNC[C@H]1C(=O)NCc2cc(Cl)ccc2CN,7.200659451
CHEMBL295709,COC(=N)NS(=O)(=O)c1ccc(NC(=O)C2CCCN2C(=O)NS(=O)(=O)c3ccc(C)cc3)cc1,7.200659451
CHEMBL552997,Cc1ccc(cc1)S(=O)(=O)Nc2ccc(C[C@@H](NS(=O)(=O)c3ccc4ccccc4c3)C(=O)NCC5CCCN(C5)C(=N)N)cc2,7.200659451
CHEMBL282549,CN(c1cccc(OCCNc2ccncc2)c1)S(=O)(=O)c3ccccc3,7.200659451
CHEMBL118077,NCCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc3ccccc3,7.207608311
CHEMBL432704,COC(=N)NS(=O)(=O)c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc3ccccc3)cc1,7.207608311
CHEMBL164518,CCC1CCN(CC1)C(=O)[C@H](Cc2ccc(N)cc2)NS(=O)(=O)c3cnccc3N[C@H](CN4CCOCC4)Cc5ccccc5,7.207608311
CHEMBL162002,OC1CCN(C[C@H](Cc2ccccc2)Nc3ccncc3S(=O)(=O)N[C@@H](Cc4ccccc4)C(=O)N5CCC(CCF)CC5)CC1,7.214670165
CHEMBL436430,NC(=N)N1CCC(CC(=O)CN2C(=O)[C@H](CCc3ccccc23)NS(=O)(=O)c4ccc5OCCc5c4)CC1,7.214670165
CHEMBL84870,CN(C1CCCC1)C(=O)[C@H](Cc2ccc(CN)cc2)NS(=O)(=O)c3ccc(cc3)c4ccccc4,7.218244625
CHEMBL226669,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)c4occn4)c3Cl,7.22184875
CHEMBL279741,CN(CC(=O)N[C@@H](CCCCN)C(=O)C(=O)Nc1ccccc1)C(=O)c2ccccc2Sc3ccccc3C#N,7.22184875
CHEMBL513670,CCOC(=O)CCC(=O)N(Cc1ccccc1)c2ccc3N(C)CC(C)(COc4ccc(cc4)C(=N)N)Oc3c2,7.22184875
CHEMBL297981,CC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC2CCCCC2,7.22184875
CHEMBL53464,COC(=N)NS(=O)(=O)c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)NS(=O)(=O)c3ccc(C)cc3)cc1,7.22184875
CHEMBL111051,N[C@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NCc3cc(Cl)ccc3OCC(=O)O,7.22184875
CHEMBL367840,CCc1nc2ccc(OC3CCN(CC3)C(=N)C)cc2n1Cc4ccc5ccc(cc5c4)C(=N)N,7.22184875
CHEMBL3608988,N[C@@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3cc(Cl)ccc3Cl,7.22184875
CHEMBL378222,Nc1noc2ccc(cc12)n3nc(c4CCN(C(=O)c34)c5ccc(cc5)c6ccccc6CN7CC[C@H](O)C7)C(F)(F)F,7.229147988
CHEMBL3984240,NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)C3CNc4ccccc34,7.229147988
CHEMBL334315,NC(=N)NOCCCOc1cc(Cl)cc(c1)C(=O)N(CCc2ccccn2)CC3CC3,7.229147988
CHEMBL22566,CN(CC(=O)N[C@@H](CCCCN)C(=O)C(=O)Nc1ccc(Oc2cccc(N)c2)cc1)C(=O)c3ccccc3Sc4ccccc4C#N,7.229147988
CHEMBL378092,Nc1noc2ccc(cc12)n3nc(c4CCN(C(=O)c34)c5ccc(cc5)c6ccccc6CN7CCCC7)C(F)(F)F,7.236572006
CHEMBL322124,NC(=N)NCCCC(NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)NCc3ccccc3)C(=O)c4nccs4,7.236572006
CHEMBL48016,Nc1cc[n+](Cc2ccc(OC(c3ccccc3)c4ccccc4)cc2)cc1,7.236572006
CHEMBL250274,CC(C)(CNc1ccc(Cl)c(CC(=O)NCCONC(=N)N)c1F)c2ccccn2,7.236572006
CHEMBL3632871,NC(=N)c1ccc(cc1)[C@H]2[C@@H]3[C@H](C4CCCN24)C(=O)N(Cc5ccc(F)cc5)C3=O,7.244125144
CHEMBL263806,CC1(C)CNc2c(C1)cc(CCC(=O)N3CCN(CC(=O)N4CCOCC4)CC3)cc2S(=O)(=O)N[C@@H](Cc5nc6ccccc6s5)C(=O)N7CCC(CCF)CC7,7.244125144
CHEMBL428413,NC(=N)NOCCNC(=O)Cc1c(Cl)ccc(NCC2(CC2)c3ccccn3)c1F,7.244125144
CHEMBL3613792,NC(=N)c1ccc(cc1)C2C3C(C4CCCN24)C(=O)N(Cc5ccc(F)cc5)C3=O,7.244125144
CHEMBL480315,NC(=N)c1ccc(cc1)[C@H]2C3C(C4CCCN24)C(=O)N(Cc5ccc(F)cc5)C3=O,7.244125144
CHEMBL213252,CCN(C)Cc1ccccc1c2ccc(cc2)N3CCc4c(C3=O)n(nc4C(F)(F)F)c5ccc6onc(N)c6c5,7.244125144
CHEMBL28071,COC(=O)NCCC1CCN(CC1)C(=O)[C@H](Cc2nc3ccccc3s2)NS(=O)(=O)c4cccc5CC(C)(C)CNc45,7.251811973
CHEMBL461655,NCCC1CCN(CC1)C(=O)C(Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(c3)c4ccccc4,7.251811973
CHEMBL313788,N[C@H](Cc1ccccc1)C(=O)N2CCCCC2CCOC3CCN(CC3)C(=N)N,7.251811973
CHEMBL526453,CC[C@H](C)[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)N[C@@H](CCSC)C(=O)NCc2ccc(cc2)C(=N)N,7.259637311
CHEMBL408553,NC(=N)N1CCCC(C[C@H](NC(=O)CN2[C@H](Cc3ccc4ccccc4c3)C(=O)N(CCCc5ccccc5)CC2=O)C(=O)c6nccs6)C1,7.259637311
CHEMBL310722,CNC(=O)[C@H](CC1CCCN(C1)C(=N)N)NC(=O)CN2[C@H](Cc3ccccc3)C(=O)N(CCCc4ccccc4)CC2=O,7.259637311
CHEMBL404654,NC(=N)N1CCC[C@@H](C[C@H](NC(=O)CN2[C@H](Cc3ccccc3)C(=O)N(CCCc4ccccc4)CC2=O)C(=O)c5nccs5)C1,7.259637311
CHEMBL404654,NC(=N)N1CCC[C@@H](C[C@H](NC(=O)CN2[C@H](Cc3ccccc3)C(=O)N(CCCc4ccccc4)CC2=O)C(=O)c5nccs5)C1,7.259637311
CHEMBL296177,NC(=N)NS(=O)(=O)c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc3ccccc3)cc1,7.26760624
CHEMBL3706844,CCC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc4C(=O)c5ccccc5C(=O)c4c3,7.26760624
CHEMBL164180,N[C@@H]1CC[C@@H](CC(=O)CN2CCCC[C@H](NS(=O)(=O)c3ccc4OCCc4c3)C2=O)CC1,7.274088368
CHEMBL367973,CCS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NC(C3CCC(N)CC3)C(=O)c4nc5ccccc5s4,7.27572413
CHEMBL32538,N[C@@H]1CC[C@@H](CNC(=O)C2C=CCN3N2C(=O)N(C(CSC4CCCCC4)C(=O)O)C3=O)CC1,7.27572413
CHEMBL32360,CC(C)OC(=O)C(CSc1ccc(Cl)c(Cl)c1)N2C(=O)N3CC=CC(N3C2=O)C(=O)NCc4ccc(N)nc4C,7.27572413
CHEMBL200959,CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3[nH]cnc3C,7.27572413
CHEMBL126096,NC(=N)NOCCCOc1cc(Cl)cc(c1)C(=O)N(CCc2ccncc2)CC3CC3,7.283996656
CHEMBL3114553,CC(C)(C)[C@@H](O)C(=O)N1CCS(=O)(=O)C[C@H]1C(=O)NCc2cc(Cl)ccc2CN,7.283996656
CHEMBL353750,Cc1cc(OCC2CCN(CC2)C(=N)N)cc(OS(=O)(=O)c3ccccc3N)c1,7.283996656
CHEMBL27268,CC(C)(C)OC(=O)NCCC1CCN(CC1)C(=O)[C@H](Cc2nc3ccccc3s2)NS(=O)(=O)c4cccc5CC(C)(C)CNc45,7.283996656
CHEMBL122276,CCCN(Cc1cccnc1)C(=O)c2cc(C)cc(OCCCON=C(N)N)c2,7.283996656
CHEMBL466588,NCCC1CCN(CC1)C(=O)C(Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(c3)c4cccc(Cl)c4,7.292429824
CHEMBL378830,NC(=N)NCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc(cc3)C4CCCCC4,7.292429824
CHEMBL322307,NC(=N)NCCCC(NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)OCc3ccccc3)C(=O)c4nccs4,7.301029996
CHEMBL272931,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)c3nccn3C,7.301029996
CHEMBL266196,CN(C1CCCC1)C(=O)[C@H](Cc2ccc(CN)cc2)NS(=O)(=O)c3ccc4ccccc4c3,7.301029996
CHEMBL1682778,CC(C)CN(CC(C)C)C(=O)c1cc(C)cc(c1)C(=O)NCc2ccccc2n3cnnn3,7.301029996
CHEMBL24403,Clc1cc(OCCNc2ccncc2)cc(c1)S(=O)(=O)c3ccccc3,7.301029996
CHEMBL281573,CN(CC(=O)N[C@@H](CCCCN)C(=O)C(=O)Nc1ccc(Oc2cccnc2)cc1)C(=O)c3ccccc3Sc4ccccc4C#N,7.301029996
CHEMBL300630,NC(=N)NNS(=O)(=O)c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc3ccccc3)cc1,7.301029996
CHEMBL358835,CS(=O)(=O)c1ccccc1c2ccc(NC(=O)c3cc(nn3c4cccc(c4)C(=N)N)C(F)(F)F)c(F)c2,7.301029996
CHEMBL433510,CC(C)COC(=O)OC[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)N[C@@H](C)C(=O)NCc2ccc(cc2)C(=N)N,7.301029996
CHEMBL174995,CN(C)C(=O)COc1ccc2c3ccccc3n(Cc4ccc5ccc(cc5c4)C(=N)N)c2c1,7.301029996
CHEMBL34483,CS(=O)(=O)c1ccccc1S(=O)(=O)Oc2cc(F)cc(OCC3(CON=C(N)N)CC3)c2,7.307153081
CHEMBL3942477,NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)C3(O)CCc4ncccc34,7.30980392
CHEMBL332293,COc1ccc(C[C@@H](CO)Nc2ccncc2S(=O)(=O)N[C@@H](Cc3ccc(N)cc3)C(=O)N4CCC(CCF)CC4)cc1OC,7.30980392
CHEMBL120761,Nc1ccc(C[C@H](NS(=O)(=O)c2cnccc2N[C@H](COCCO)Cc3ccccc3)C(=O)N4CCC(CCF)CC4)cc1,7.30980392
CHEMBL115755,CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3ccc(CN)cc3,7.30980392
CHEMBL120761,Nc1ccc(C[C@H](NS(=O)(=O)c2cnccc2N[C@H](COCCO)Cc3ccccc3)C(=O)N4CCC(CCF)CC4)cc1,7.30980392
CHEMBL120761,Nc1ccc(C[C@H](NS(=O)(=O)c2cnccc2N[C@H](COCCO)Cc3ccccc3)C(=O)N4CCC(CCF)CC4)cc1,7.30980392
CHEMBL300298,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCCC2C(=O)Nc3ccc(cc3)S(=O)(=O)N=C(N)N,7.318758763
CHEMBL425132,CC(=N)N1CCC(CC1)Oc2ccc3nc(n(Cc4ccc5ccc(cc5c4)C(=N)N)c3c2)C(C)(C)C,7.318758763
CHEMBL324291,Nc1ccc(C[C@H](NS(=O)(=O)c2cnccc2N[C@H](CN3CCCC3)Cc4ccccc4)C(=O)N5CCC(CCF)CC5)cc1,7.318758763
CHEMBL180857,CCOc1cc(ccc1OCc2ccccc2)C(Nc3ccc(cc3)C(=N)N)C(=O)NCc4ccccc4,7.318758763
CHEMBL1560,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,7.318758763
CHEMBL401842,NC(=N)NOCCNC(=O)Cc1c(F)c(NCC(F)(F)c2ccccc2)ccc1Cl,7.326979093
CHEMBL8133,CS(=O)(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4ccc(cc4)C(=N)NN,7.327902142
CHEMBL401842,NC(=N)NOCCNC(=O)Cc1c(F)c(NCC(F)(F)c2ccccc2)ccc1Cl,7.327902142
CHEMBL1083190,CC1=CN=C(NCCc2ccc(cc2)C(F)(F)F)C(=O)N1CC(=O)NCCONC(=N)N,7.327902142
CHEMBL407211,CCCNC[C@H](Cc1ccccc1)Nc2ccncc2S(=O)(=O)N[C@@H](Cc3ccc(N)cc3)C(=O)N4CCC(CCF)CC4,7.327902142
CHEMBL420912,NC(=N)NOCCCOc1cc(Cl)cc(c1)C(=O)N(CCc2cccnc2)CC3CC3,7.327902142
CHEMBL412432,CC1(C)CNc2c(C1)cc(CCNC(=O)N)cc2S(=O)(=O)N[C@@H](Cc3nc4ccccc4s3)C(=O)N5CCC(CCF)CC5,7.327902142
CHEMBL539047,NC(=N)N1CCCC(CNC(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)c3ccc4ccccc4c3)C1,7.327902142
CHEMBL3936015,CCOC(=O)c1ccc([nH]1)C(=O)N2CCC[C@H]2C(=NCc3cc(Cl)ccc3CN)O,7.327902142
CHEMBL2373475,C[S+]([O-])Cc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B3O[C@@H]4C[C@@H]5C[C@@H](C5(C)C)[C@]4(C)O3)n1,7.327902142
CHEMBL424545,CC1=CC=C(NCCc2ccccc2)C(=O)N1CC(=O)NC[C@@H]3CC[C@@H](N)CC3,7.327902142
CHEMBL1083501,CC1=CN=C(NCCc2ccc(F)c(F)c2)C(=O)N1CC(=O)NCCONC(=N)N,7.327902142
CHEMBL3085115,CC1=CC=C(NS(=O)(=O)c2ccc(C)cc2)C(=O)N1CC(=O)NC[C@@H]3CC[C@@H](N)CC3,7.327902142
CHEMBL424545,CC1=CC=C(NCCc2ccccc2)C(=O)N1CC(=O)NC[C@@H]3CC[C@@H](N)CC3,7.327902142
CHEMBL2016868,NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3cccc(CNC(=O)Cc4ccc(CC(=O)NCc5cccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)c5)cc4)c3)cc1,7.342944147
CHEMBL2016868,NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3cccc(CNC(=O)Cc4ccc(CC(=O)NCc5cccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)c5)cc4)c3)cc1,7.342944147
CHEMBL2016868,NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3cccc(CNC(=O)Cc4ccc(CC(=O)NCc5cccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)c5)cc4)c3)cc1,7.342944147
CHEMBL291101,COc1ccc2cc(ccc2c1)S(=O)(=O)NN(Cc3ccc(cc3)C(=N)N)C(=O)N4CCC(C)CC4,7.346787486
