CMPD_CHEMBLID,CANONICAL_SMILES,pKi
CHEMBL331955,NC(=N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4ccc(Cl)cc4c3)C2=O)c1,5.920818754
CHEMBL93227,COC(=O)CC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ccc(cc3)c4ccccc4SC,5.920818754
CHEMBL122902,Nc1cc(ccc1Cl)n2nnnc2C(=O)Nc3ccc(cc3F)C(=O)N4CCCC4,5.920818754
CHEMBL343784,NC(=N)c1ccc2ncn(CC(=O)c3ccc(cc3)c4ccccc4)c2c1,5.920818754
CHEMBL156702,COC(=O)CC(CCc1ccc(cc1)C(=N)N)c2cccc(c2)C(=N)N,5.920818754
CHEMBL51824,NC(=N)c1ccc(Oc2cccc(Oc3ccccc3C(=N)N)n2)cc1,5.920818754
CHEMBL330802,NC(=N)c1ccc(Oc2cccc(Oc3cccc(c3)C(=N)N)n2)cc1,5.920818754
CHEMBL388819,CC(=O)N1CCN(CC1)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3CCCNc23,5.920818754
CHEMBL392460,COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C4CCN(CC4)c5ccccc5S(=O)(=O)C)C(=O)c23,5.920818754
CHEMBL227250,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)CC(O)CO)c3Cl,5.920818754
CHEMBL143880,CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3cccnc3,5.920818754
CHEMBL96320,CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCC#Cc3c[nH]cn3,5.920818754
CHEMBL195238,NC(=N)c1ccc2ccc(CN(CCCc3ccccc3)C(=O)c4cccc5ccccc45)cc2c1,5.92226882
CHEMBL3403479,CCOc1cc(OC(C)C)c(F)c(c1)C(Nc2ccc(cc2)C(=N)N)c3nc(c[nH]3)c4ccccc4C(=O)N,5.924453039
CHEMBL2016875,NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3cn(Cc4cccc(Cn5cc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)nn5)[n+]4[O-])nn3)cc1,5.928117993
CHEMBL91797,NC(=N)c1cccc(Cn2c(cc3c(O)cccc23)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F)c1,5.928117993
CHEMBL162634,NC(=N)c1cccc(c1)C(=O)N[C@@H](C(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3)c4ccccc4,5.928117993
CHEMBL609619,NC(=N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCC3CCCC3)cc1,5.928117993
CHEMBL282568,CC1(C)CNc2c(C1)cccc2S(=O)(=O)N[C@@H](Cc3nc4ccccc4s3)C(=O)N5CCC(CCN)CC5,5.928117993
CHEMBL596999,NC(=N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCC3CCCCC3)cc1,5.931814138
CHEMBL382064,CC(C)CCN(Cc1ccc2ccc(cc2c1)C(=N)N)C(=O)c3cccc4ccccc34,5.93404702
CHEMBL118156,COc1ccc2ccc(cc2c1)S(=O)(=O)N(Cc3ccccn3)[C@H]4CCN(Cc5cccc(c5)C(=N)N)C4=O,5.935542011
CHEMBL109345,CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)N[C@H]3CCc4nc(N)sc4C3,5.935542011
CHEMBL365916,NC(=N)c1ccc(OCc2ccc(COc3ccc(cc3)C(=N)N)cc2)cc1,5.935542011
CHEMBL25527,CCc1nc2cc(OC3CCN(CC3)C(=N)C)ccc2n1Cc4cccc(c4)c5cccc(c5)C(=N)N,5.950781977
CHEMBL369628,NC(=NCCCC(NC(=O)[C@@H]1CS[C@H]2CC[C@H](Cc3ccccc3)C(=O)N12)C(=O)c4nc5ccccc5s4)N,5.953895213
CHEMBL419651,CN(C)C(=O)c1cccc(Oc2nc(Oc3cc(ccc3O)C(=N)N)c(F)c(C)c2F)c1,5.958607315
CHEMBL93210,NC(=N)c1cccc(c1)C2=NOC(Cn3cnnn3)(C2)C(=O)Nc4ccc(cn4)c5ccccc5S(=O)(=O)N,5.958607315
CHEMBL333678,COc1ccc2ccc(cc2c1)S(=O)(=O)N(C)[C@H]3CCN(Cc4cccc(c4)C(=N)N)C3=O,5.958607315
CHEMBL151144,COC(=O)C1C\C(=C\c2ccc(cc2)C(=N)N)\C(=O)\C(=C/c3ccc(cc3)C(=N)N)\C1,5.958607315
CHEMBL376790,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)CCCO)c3Cl,5.958607315
CHEMBL7651,NC(=N)c1cccc(c1)C2=NOC(Cn3cnnn3)(C2)C(=O)Nc4ccc(cn4)c5ccccc5S(=O)(=O)N,5.958607315
CHEMBL202433,NC(=N)c1ccc2[nH]c(nc2c1)c3cnc[nH]3,5.958607315
CHEMBL327789,NC(=N)c1ccc2[nH]c(nc2c1)c3cccc(c3O)[N+](=O)[O-],5.958607315
CHEMBL227249,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)CC(C)(C)O)c3Cl,5.958607315
CHEMBL395777,CN(CCOCCO)Cc1csc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cc3)c1Cl,5.958607315
CHEMBL226879,CCNc1nccn1Cc2csc(C(=O)Nc3c(OC)cc(Cl)cc3C(=O)Nc4ccc(Cl)cn4)c2Cl,5.958607315
CHEMBL226721,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN4CCOC4=N)c3Cl,5.958607315
CHEMBL445391,Cc1nccn1c2ccc(NC(=O)c3cc(nn3c4ccc5onc(N)c5c4)C(F)(F)F)cc2,5.958607315
CHEMBL421214,CC(C)Oc1cccc(NC(=O)c2cc(C3CCOC3)c4cc(ccc4c2)C(=N)N)c1,5.958607315
CHEMBL155820,CCOC(=O)CC(CCc1ccc(cc1)C(=N)N)c2cccc(c2)C(=N)N,5.958607315
CHEMBL385140,COc1ccc(cc1)n2nc(C#N)c3N=CN(C(=O)c23)c4ccc(cc4)c5ccccc5CN6CCCC6,5.958607315
CHEMBL431281,NC(=N)c1ccc(N)c(CN2CC[C@H](NS(=O)(=O)c3cc4nc(Cl)ccc4s3)C2=O)c1,5.958607315
CHEMBL52427,Cc1cc(c(O)c(c1)c2cc3cc(ccc3[nH]2)C(=N)N)c4ccccc4,5.958607315
CHEMBL79303,CN(C)C(=O)c1cccc(Oc2cc(cc(Oc3cc(ccc3O)C(=N)N)n2)C(=O)O)c1,5.958607315
CHEMBL423656,CC(=N)N1CCC(CC1)Oc2ccc(NC\C=C\c3cc(ccc3O)C(=N)N)cc2C(F)(F)F,5.958607315
CHEMBL200920,CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3cnc(N)s3,5.958607315
CHEMBL453766,COc1ccc(cc1OC)c2cccc(c2)S(=O)(=O)NC(Cc3cccc(c3)C(=N)N)C(=O)N4CCC(CCN)CC4,5.958607315
CHEMBL419651,CN(C)C(=O)c1cccc(Oc2nc(Oc3cc(ccc3O)C(=N)N)c(F)c(C)c2F)c1,5.958607315
CHEMBL119964,COc1ccc2ccc(cc2c1)S(=O)(=O)N(Cc3cc[nH]n3)[C@H]4CCN(Cc5cccc(c5)C(=N)N)C4=O,5.966576245
CHEMBL377651,NCCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CCOCCOCCOCCOCCNC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)P(=O)(Oc4ccccc4)Oc5ccccc5,5.970616222
CHEMBL3289015,NC(=N)c1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)N)cc1,5.976336082
CHEMBL333678,COc1ccc2ccc(cc2c1)S(=O)(=O)N(C)[C@H]3CCN(Cc4cccc(c4)C(=N)N)C3=O,5.978397284
CHEMBL368072,CN(C)C(=O)c1cc2ccc(OC3CCN(CC3)C(=N)C)cc2n1Cc4ccc5ccc(cc5c4)C(=N)N,5.978810701
CHEMBL442228,COC(=O)Cc1ccc(CS(=O)(=O)NC(CCc2cccc[n+]2[O-])C(=O)NCC(=O)NCc3cc(Cl)ccc3CN)cc1,5.997833938
CHEMBL303367,NC(=N)c1ccc(NC(=O)c2cccc(Cl)c2O)cc1,6
CHEMBL3115904,NC(=N)NCCC[C@H](NC(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C(=O)NCc2ccc(cc2)C(=N)N,6
CHEMBL36670,CCC(NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3)B4O[C@@H]5CC6CC(C6(C)C)[C@]5(C)O4,6
CHEMBL137499,Cc1cc(ccc1NC(=O)Cc2c[nH]c3ccc(cc23)C(=N)N)c4ccccc4S(=O)(=O)N,6
CHEMBL372108,FC(F)(CNc1cccc2oc(Cc3ccccc3n4cncn4)nc12)C5CCCCN5,6
CHEMBL26287,CCOC(=O)CCC(=O)N(C\C=C\c1cccc(c1)C(=N)N)c2ccc(OC3CCN(CC3)C(=N)C)c(c2)C(F)(F)F,6
CHEMBL395729,CN1CCN(Cc2cc(Cl)c(s2)C(=O)Nc3ccc(Cl)cc3C(=O)Nc4ccc(Cl)cc4)CC1,6
CHEMBL331943,COc1ccc2ccc(cc2c1)S(=O)(=O)N(C)[C@H]3CCN(Cc4csc(c4)C(=N)N)C3=O,6
CHEMBL395373,COc1ccc(cc1)n2nc(Cn3ncnn3)c4CCN(C(=O)c24)c5ccc(cc5)c6ccccc6CN7CC[C@@H](O)C7,6
CHEMBL3423005,CC(C)CCC(=O)N1CCC[C@H]1C(=O)NCc2ccc(cc2)C(=N)N,6
CHEMBL227761,Cc1cccc(c1)S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCN(CCCCCCCCCCCCN)CC2,6
CHEMBL244665,CN1CCN(Cc2c(sc3ccccc23)C(=O)Nc4ccc(Cl)cc4C(=O)Nc5ccc(Cl)cc5)CC1,6
CHEMBL71175,CN(C)C(=O)c1cccc(Oc2nc3NCC(=O)Nc3c(Oc4cc(ccc4O)C(=N)N)n2)c1,6
CHEMBL50924,NC(=N)c1ccc2[nH]c(c(Cc3ccccc3)c2c1)c4cc(CC(=O)O)cc(Br)c4O,6
CHEMBL325022,NC(=N)c1cccc(\C=C/2\CCCC\C(=C/c3cccc(c3)C(=N)N)\C2=O)c1,6
CHEMBL242091,Clc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c3scc(Cn4ccnc4)c3Cl)cc1,6
CHEMBL282065,CN(C)C(=O)NCCC1CCN(CC1)C(=O)[C@H](Cc2nc3ccccc3s2)NS(=O)(=O)c4cccc5CC(C)(C)CNc45,6
CHEMBL3115905,N[C@H](C1CCCCC1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCc2ccc(cc2)C(=N)N,6
CHEMBL227902,CC(=O)N1CCN(CC1)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3ccccc23,6
CHEMBL325022,NC(=N)c1cccc(\C=C/2\CCCC\C(=C/c3cccc(c3)C(=N)N)\C2=O)c1,6
CHEMBL243182,CN(CC(O)CO)Cc1csc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cc3)c1Cl,6.004364805
CHEMBL44831,COC(=O)[C@H](Cc1cccc(c1)C(=N)N)[C@@H](CC(C)C)NC(=O)c2ccc(cc2)c3cccc(CN)c3,6.004364805
CHEMBL427421,CNc1nccn1Cc2csc(C(=O)Nc3c(OC)cc(Cl)cc3C(=O)Nc4ccc(Cl)cn4)c2Cl,6.004364805
CHEMBL338396,COc1cc(CCC\C=N\N=C(N)N)cc(OS(=O)(=O)c2ccccc2Cl)c1,6.004364805
CHEMBL395142,COc1ccc(cc1)n2nc(Cn3nccn3)c4CCN(C(=O)c24)c5ccc(cc5)c6ccccc6CN7CC[C@@H](O)C7,6.008773924
CHEMBL237242,CCOC(=O)c1nn(c2ccc(OC)cc2)c3C(=O)N(CCc13)c4ccc(cc4)c5ccccc5CN6CC[C@@H](O)C6,6.008773924
CHEMBL395372,COc1ccc(cc1)n2nc(Cn3cnnn3)c4CCN(C(=O)c24)c5ccc(cc5)c6ccccc6CN7CC[C@@H](O)C7,6.013228266
CHEMBL24830,CC(C)(C)OC(=O)N(CCOc1cccc(c1)N(S(=O)(=O)c2ccccc2)S(=O)(=O)c3ccccc3)c4ccncc4,6.013228266
CHEMBL243841,C[S+]([O-])Cc1csc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cc3)c1Cl,6.013228266
CHEMBL116378,COc1ccc2ccc(cc2c1)S(=O)(=O)N(Cc3cccs3)[C@H]4CCN(Cc5cccc(c5)C(=N)N)C4=O,6.013228266
CHEMBL387857,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)C4=NCCC4)c3Cl,6.013228266
CHEMBL259603,OCc1cn2c(cccc2n1)N3CCN(CC3)C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4,6.017728767
CHEMBL544274,C\N=C(\N)/NCCCC(NS(=O)(=O)c1cccc2c(cccc12)N(C)C)C(=O)N3CCCCC3,6.018634491
CHEMBL417714,COC(=O)[C@H](Cc1cccc(c1)C(=N)N)[C@H](NC(=O)c2ccc(cc2)c3ccccc3)\C=C\c4ccccc4,6.020451625
CHEMBL1808950,CCOC(=O)CN(Cc1cc(F)cc(F)c1)c2ccc3OC(C)(COc4ccc(cc4)C(=N)N)CN(C)c3c2,6.022276395
CHEMBL84419,CN(C)c1cccc(Oc2nc(Oc3cccc(c3)C(=N)N)c(F)c(C)c2F)c1C,6.022276395
CHEMBL391787,COc1ccc(cc1)n2nc(N(C)C(=O)OC(C)(C)C)c3CCN(C(=O)c23)c4ccc(cc4)c5ccccc5CN6CC[C@@H](O)C6,6.022276395
CHEMBL175286,CC(=N)N1CCC(CC1)Oc2ccc3c(c2)nc(n3Cc4ccc5ccc(cc5c4)C(=N)N)C(C)(C)C,6.022276395
CHEMBL1808950,CCOC(=O)CN(Cc1cc(F)cc(F)c1)c2ccc3OC(C)(COc4ccc(cc4)C(=N)N)CN(C)c3c2,6.022276395
CHEMBL30044,NC(=N)c1ccc(OCCCOc2ccc(cc2Br)C(=N)N)c(Br)c1,6.024108864
CHEMBL104166,NCc1ccc(NC(=O)c2cc(Nc3ncccn3)c4cc(ccc4c2)C(=N)N)cc1,6.026872146
CHEMBL604301,CC(C)(C)CC(=O)N1CCC[C@H]1C(=O)NCc2ccc(cc2)C(=N)N,6.026872146
CHEMBL102511,FC(F)(CNC1=NC=C(Cl)N(CC(=O)NCc2ccccc2c3nn[nH]n3)C1=O)c4ccccn4,6.026872146
CHEMBL388481,NCc1ccc(Cl)cc1CNC(=O)CNC(=O)C(CCc2cccc[n+]2[O-])NS(=O)(=O)Cc3ccc(CC(=O)O)cc3,6.031517051
CHEMBL2159276,NC(=[NH2+])c1ccc(CNC(=O)[C@@H](COCc2ccccc2)NS(=O)(=O)c3ccc(cc3)C(=[NH2+])N)cc1,6.031517051
CHEMBL226825,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)C(=N)C)c3Cl,6.036212173
CHEMBL603261,CC(C)(C)[C@@H](N)C(=O)N1CCC[C@H]1C(=O)NCc2cccc(Cl)c2,6.036212173
CHEMBL3084979,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H]3CC[C@@H](CN)CC3)C(=O)c4nc5ccccc5s4,6.036212173
CHEMBL431267,NC(=N)c1ccc(O)c(CN2CC[C@H](NS(=O)(=O)c3cc4nc(Cl)ccc4s3)C2=O)c1,6.036212173
CHEMBL227121,CN1CCN(Cc2csc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc4ccc(Cl)cc4)c2Cl)CC1,6.040958608
CHEMBL121661,CC(C)(C)OC(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4csc(N)n4,6.045757491
CHEMBL106709,CC(=O)CN(CCCc1ccc(cc1)c2ccccc2S(=O)(=O)N)c3cccc(c3)C(=N)N,6.045757491
CHEMBL159418,NC(=N)c1cccc(c1)C2=NOC(Cn3cnnn3)(C2)C(=O)Nc4ccc(cc4)c5ccccc5S(=O)(=O)N,6.045757491
CHEMBL138956,CNS(=O)(=O)c1ccccc1c2ccc(NC(=O)Cc3c[nH]c4ccc(cc34)C(=N)N)cc2,6.045757491
CHEMBL227412,NC(=N)NCCC[C@H](NS(=O)(=O)c1cccc(c1)C(F)(F)F)C(=O)N2CCOCC2,6.045757491
CHEMBL1808947,CCOC(=O)CN(Cc1cccc(F)c1)c2ccc3OC(C)(COc4ccc(cc4)C(=N)N)CN(C)c3c2,6.045757491
CHEMBL175449,Cc1nccn1c2ccc(NC(=O)c3cc(nn3c4ccc5onc(N)c5c4)C(F)(F)F)c(F)c2,6.045757491
CHEMBL346857,NC(=N)c1cccc(c1)n2nc(cc2C(=O)Nc3ncc(cn3)c4ccccc4S(=O)(=O)N)C(F)(F)F,6.045757491
CHEMBL152274,NC(=N)c1cccc(c1)n2cccc2C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N,6.045757491
CHEMBL179410,Cc1nccn1c2ccc(NC(=O)c3cc(nn3c4ccc5onc(N)c5c4)C(F)(F)F)c(c2)C#N,6.045757491
CHEMBL356016,NC(=N)c1cccc(c1)n2nccc2C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N,6.045757491
CHEMBL321733,COCCN(CCCc1ccc(cc1)c2ccccc2S(=O)(=O)N)c3cccc(c3)C(=N)N,6.045757491
CHEMBL176494,CCc1nccn1c2ccc(NC(=O)c3cc(nn3c4ccc5onc(N)c5c4)C(F)(F)F)c(F)c2,6.045757491
CHEMBL419227,COc1ccc2cc(ccc2c1)S(=O)(=O)N[C@H]3CCN(Cc4cccc(c4)C(=N)N)C3=O,6.045757491
CHEMBL136846,NC(=N)c1ccc2[nH]cc(CC(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N)c2c1,6.045757491
CHEMBL437921,Cc1cccc(c1)S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCCCC2,6.045757491
CHEMBL328069,NC(=N)c1cccc(c1)C2=NOC(Cn3cnnn3)(C2)C(=O)Nc4ccc(cc4)c5ccccc5S(=O)(=O)N,6.045757491
CHEMBL44868,CC1=CN=C(N)C(=O)N1CC(=O)NCc2ccc(N)nc2C,6.045757491
CHEMBL152274,NC(=N)c1cccc(c1)n2cccc2C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N,6.045757491
CHEMBL356016,NC(=N)c1cccc(c1)n2nccc2C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N,6.045757491
CHEMBL7651,NC(=N)c1cccc(c1)C2=NOC(Cn3cnnn3)(C2)C(=O)Nc4ccc(cn4)c5ccccc5S(=O)(=O)N,6.045757491
CHEMBL355576,CC(C)c1nccn1c2ccc(NC(=O)c3cc(nn3c4ccc5onc(N)c5c4)C(F)(F)F)c(F)c2,6.045757491
CHEMBL52323,COC(=N)NS(=O)(=O)C(F)(F)F,6.048176965
CHEMBL24287,CS(=O)(=O)N1CCC(CC1)Oc2ccc(NC\C=C\c3cc(ccc3O)C(=N)N)cc2C(F)(F)F,6.050609993
CHEMBL50022,NC(=N)NS(=O)(=O)C(F)(F)F,6.050609993
CHEMBL2315236,NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(NC(=O)CN4CCN(CC4)CC(=O)NCc5ccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)cc5)cc3)cc1,6.053547735
CHEMBL423480,CCc1nc2ccc(OC3CCN(CC3)C(=N)C)cc2n1C\C=C\c4ccc(N)cc4,6.055517328
CHEMBL324569,CCN([C@H]1CCN(Cc2cccc(c2)C(=N)N)C1=O)S(=O)(=O)c3ccc4ccc(OC)cc4c3,6.055517328
CHEMBL79529,Cc1cn(C)c(n1)c2cccc(Oc3cc(cc(Oc4cc(ccc4O)C(=N)N)n3)C(=O)O)c2,6.055517328
CHEMBL1824555,Clc1cccc(\C=C\S(=O)(=O)Nc2cccc(OCc3cn(Cc4cc5ccccc5s4)nn3)c2)c1,6.055517328
CHEMBL121936,NC(=N)NOCCCOc1cc(Cl)cc(c1)C(=O)N2CCCCC2,6.055517328
CHEMBL459941,CN1CC(C)(COc2ccc(cc2)C(=N)N)Oc3ccc(cc13)N(Cc4ccccc4)C(=O)C(=O)O,6.056011125
CHEMBL25484,CCc1nc2cc(OC3CCN(CC3)C(=N)C)ccc2n1C\C=C\c4cccc(N)c4,6.060480747
CHEMBL176744,CC(C)c1nc2cc(OC3CCN(CC3)C(=N)C)ccc2n1Cc4ccc5ccc(cc5c4)C(=N)N,6.060480747
CHEMBL389210,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)c4ncc[nH]4)c3Cl,6.065501549
CHEMBL1645024,C\C(=N\NC(=N)N)\c1cc(NC(=O)COc2cc(cc(c2)\C(=N/NC(=N)N)\C)\C(=N/NC(=N)N)\C)cc(c1)\C(=N\NC(=N)N)\C,6.065501549
CHEMBL396058,NCc1ccc(Cl)cc1CNC(=O)[C@H](CO)NC(=O)[C@@H](CCc2cccc[n+]2[O-])NS(=O)(=O)Cc3ccccc3,6.065501549
CHEMBL444411,CNC(=O)CCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(NC(=O)CCN)c3,6.070581074
CHEMBL227121,CN1CCN(Cc2csc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc4ccc(Cl)cc4)c2Cl)CC1,6.075720714
CHEMBL396782,CN(CCO)Cc1csc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cc3)c1Cl,6.080921908
CHEMBL166530,CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3ccc4cc[nH]c4c3,6.080921908
CHEMBL1808949,CCOC(=O)CN(Cc1ccc(F)c(F)c1)c2ccc3OC(C)(COc4ccc(cc4)C(=N)N)CN(C)c3c2,6.080921908
CHEMBL83437,NC(=N)N1CCCC(C[C@H](NC(=O)CN2[C@H](Cc3ccccc3)C(=O)N(CCCc4ccccc4)CC2=O)C(=O)N5CCCCC5)C1,6.083546051
CHEMBL176636,CC(=N)N1CCC(CC1)Oc2ccc3ncn(Cc4ccc5ccc(cc5c4)C(=N)N)c3c2,6.091514981
CHEMBL1952408,CN1CC(C)(COc2ccc(cc2)C(=N)N)Oc3cc(ccc13)N(CC(=O)O)Cc4ccc(F)c(F)c4,6.091514981
CHEMBL84065,CN1CCN=C1c2cccc(Oc3cc(cc(Oc4cc(ccc4O)C(=N)N)n3)C(=O)O)c2,6.091514981
CHEMBL150277,NC(=N)c1ccc(\C=C/2\CCC\C(=C\c3ccc(cc3)C(=N)N)\C2=O)cc1,6.091514981
CHEMBL45407,COC(=O)[C@H](Cc1cccc(c1)C(=N)N)[C@@H](CCc2ccccc2)NC(=O)c3ccc(cc3)c4ccccc4,6.091514981
CHEMBL84065,CN1CCN=C1c2cccc(Oc3cc(cc(Oc4cc(ccc4O)C(=N)N)n3)C(=O)O)c2,6.091514981
CHEMBL289623,CC1(C)CNc2c(C1)cccc2S(=O)(=O)NC(Cc3nc4ccncc4s3)C(=O)N5CCC(CCF)CC5,6.091514981
CHEMBL1808947,CCOC(=O)CN(Cc1cccc(F)c1)c2ccc3OC(C)(COc4ccc(cc4)C(=N)N)CN(C)c3c2,6.096910013
CHEMBL342168,CCNS(=O)(=O)c1ccccc1c2ccc(NC(=O)Cc3c[nH]c4ccc(cc34)C(=N)N)cc2,6.096910013
CHEMBL368927,Cc1nccn1c2ccc(NC(=O)c3cc(nn3c4ccc5onc(N)c5c4)C(F)(F)F)c(c2)n6ccnc6C,6.096910013
CHEMBL349323,NC(=N)c1cccc(c1)n2ccnc2C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N,6.096910013
CHEMBL7626,CS(=O)(=O)NCC1(CC(=NO1)c2ccc(Cl)c(N)c2)C(=O)Nc3ccc(cn3)c4ccccc4S(=O)(=O)N,6.096910013
CHEMBL267438,NC(=O)NCC1(CC(=NO1)c2ccc(Cl)c(N)c2)C(=O)Nc3ccc(cn3)c4ccccc4S(=O)(=O)N,6.096910013
CHEMBL26370,NC(=N)c1ccc(OCCCCCCOc2ccc(cc2I)C(=N)N)cc1,6.099086932
CHEMBL3403475,CCOc1cc(OC(C)C)c(F)c(c1)C(Nc2ccc(cc2)C(=N)N)c3nc(c[nH]3)c4cccc(OC)c4,6.102372909
CHEMBL43074,CC1(C)CNc2c(C1)cccc2S(=O)(=O)NC(Cc3nc4ccccc4s3)C(=O)N5CCC(CCO)CC5,6.107905397
CHEMBL222079,CN(C)Cc1ccccc1c2ccc(cc2)N3CCc4c(C3=O)n(nc4C(F)(F)F)c5cccc(c5)C(=O)N,6.107905397
CHEMBL75544,NC(=N)c1cccc(Cn2c(cc3c(O)cccc23)C(=O)NCc4cc(Cl)cc(Cl)c4)c1,6.112945622
CHEMBL227196,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN4CCC(O)CC4)c3Cl,6.113509275
CHEMBL24780,CCc1nc2ccc(OC3CCN(CC3)C(=N)C)cc2n1Cc4ccc(cc4)c5cccc(c5)C(=N)N,6.113509275
CHEMBL39911,CC1CCN(CC1)C(=O)N(Cc2ccc(cc2)C(=N)NO)NS(=O)(=O)c3ccc4ccccc4c3,6.113509275
CHEMBL498339,CSCC[C@H](NC(=O)[C@H](NS(=O)(=O)Cc1ccccc1)[C@@H](C)O)C(=O)NCc2ccc(cc2)C(=N)N,6.119186408
CHEMBL38907,CC1(C)CNc2c(C1)cccc2S(=O)(=O)NC(Cc3nc(CN)cs3)C(=O)N4CCC(CCO)CC4,6.119186408
CHEMBL1949835,CN1CC(C)(COc2ccc(cc2)C(=N)N)Oc3ccc(cc13)N(CC(=O)O)Cc4cc(F)cc(F)c4,6.119186408
CHEMBL3403473,CCOc1cc(OC(C)C)c(F)c(c1)C(Nc2ccc(cc2)C(=N)N)c3nc(c[nH]3)c4ccc(C)cc4,6.119186408
CHEMBL2441037,COc1ccc(COc2cccc(NC(=O)C3CCN(CC3)c4ccncc4)c2)cc1OC,6.122053048
CHEMBL262199,NC(=N)NCCCNC(=O)[C@@H]1CS[C@H]2CC[C@@H](NS(=O)(=O)c3cccc4ccccc34)C(=O)N12,6.124360063
CHEMBL51338,CC(C)(C(=O)O)c1cc(Br)c(O)c(c1)c2[nH]c3ccc(cc3c2Cc4ccccc4)C(=N)N,6.124938737
CHEMBL217744,OCc1cc(OCc2ccccc2)c(Cc3cc(OCc4ccccc4)c(Cc5cc(OCc6ccccc6)c(Cc7cc(OCc8ccccc8)c(Cc9cc(O)ccc9OCC(=O)O)cc7OCC(=O)O)cc5OCC(=O)O)cc3OCC(=O)O)cc1OCC(=O)O,6.124938737
CHEMBL3403472,CCOc1cc(OC(C)C)c(F)c(c1)C(Nc2ccc(cc2)C(=N)N)c3nc(c[nH]3)c4cccc(C)c4,6.124938737
CHEMBL1952398,CN1CC(C)(COc2ccc(cc2)C(=N)N)Oc3ccc(cc13)N(CC(=O)O)Cc4ccc(F)cc4,6.124938737
